id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
420138,"Dietary practices of ballet, jazz, and modern dancers",,Journal of the American Dietetic Association,J Am Diet Assoc,1878-3570,92,3,1/1/92,319-324,"{""Stensland SH"",""Sobal J""}"
444273,Iatrogenic perforation at colonic imaging.,,,,,0,0,,,{NULL}
816680,The embodied nature of medical concepts: Image schemas and language for pain,English,Cognitive Processing,,1612-4782     1612-4790,15,3,1/14/01,283-296,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,,,,24,2,1/15/01,160-6,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,Fertility and sterility,Fertil. Steril.,1556-5653,92,2,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432-0843,73,4,1/14/04,721-7,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,Psycho-oncology,Psychooncology,1057-9249,15,3,1/6/03,248-58,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,High intensity interval exercise training in overweight young women,,,,,52,3,1/12/01,255-62,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,,39,2,1/12/01,135-41,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,Current opinion in pharmacology,Curr Opin Pharmacol,1471-4892,3,2,1/3/04,146-51,"{""Noritoshi Nagaya"",""Kenji Kangawa""}"
255432,Pool fencing for preventing drowning in children.,eng,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,1469-493X,-1,2,1/1/00,CD001047,"{""D C Thompson"",""F P Rivara""}"
689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,eng,"Cancer immunology, immunotherapy : CII",Cancer Immunol. Immunother.,1432-0851,63,9,1/14/09,911-24,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,BMJ Open,,2044-6055,3,10,1/13/01,,"{""T. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
148787,Cardiac atrophy in women following bed rest,eng,,,,103,0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,Patent abstractsnull,,Industrial Robot: An International Journal,,0143-991X,38,4,1/11/01,,{NULL}
684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,eng,The Journal Of Rheumatology,J Rheumatol,0315-162X,28,4,1/1/04,745-50,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}"
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,,0,0,,,{NULL}
585766,Thermoregulatory response of women to intermittent work in the heat,,Journal of applied physiology,J Appl Physiol,0021-8987,41,1,1/1/76,57-61,"{""B. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}"
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,,,,,13,0,1/10/01,305-310,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,"Effet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]",,Griatrie et Psychologie Neuropsychiatrie du Vieillissement,,2115-7863(Electronic);2115-8789(Print),11,3,,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,The Hierarchical Organization of Intellectual Structures,English,,,,0,0,1/1/66,13,"{""Sheldon H. White""}"
922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,Anesthesiology (Hagerstown),,22-Mar,85,5,11/1/96,999-1004,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Transactions of the Royal Society of Tropical Medicine and Hygiene,Trans. R. Soc. Trop. Med. Hyg.,1878-3503,106,2,1/12/02,110-6,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,eng,BMC public Health,,1471-2458,13,-1,1/13/01,S13,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,eng,International journal of clinical and experimental pathology,Int J Clin Exp Pathol,1936-2625,6,11,1/13/01,3-Aug,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,eng,Int J Gynecol Cancer,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,1048-891X (Print)     1048-891x,21,2,1/11/01,378-84,"{""A. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}"
36429,[Neurological dysfunction induced by bilirrubin].,spa,"Neurologia (Barcelona, Spain)",Neurologia,1578-1968,27,4,1/12/05,202-11,"{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}"
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,,,,,14,0,1/11/01,208-213,"{""A. Erol"",""J. B. Celik"",""I. Kara"",""A. Topal"",""S. Guven""}"
977276,Data mining usage in health care management: literature survey and decision tree application,,Medicinski Glasnik,,1840-0132 1840-2445 (electronic),5,1,1/8/01,57-64,"{""M. P. Bach"",""D. Cosic""}"
369578,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,eng,Scientific Session and Scientiftc Poster Abstracts,,1051-0443,10,4,4/1/99,421-7,"{""D J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}"
772616,Antivitamin K drugs in stroke prevention,,Curr. Vasc. Pharmacol.,,-7518,11,6,,817-823,"{""di Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt_ C.""}"
334681,Teaching medical student geriatrics competencies in 1 week: an efficient model to teach and document selected competencies using clinical and community resources,,Journal of the American Geriatrics Society,J.Am.Geriatr.Soc.,14-Feb,61,7,1/13/01,1182-7,"{""Jamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}"
757463,Low prevalence and increased household clustering of Mycobacterium tuberculosis infection in high altitude villages in Peru.,eng,Am. J. Trop. Med. Hyg.,,Feb-37,68,6,1/3/06,721-7,"{""Mayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}"
465176,A literature review on chronic pain: the daily overcoming of a complex problem.,,,,,0,0,,,{NULL}
368072," Mobilisation with movement and exercise, corticosteroid injection, or wait and see for tennis elbow",," BMJ 2006, 333:939",,,0,0,,,"{""Vicenzino B Bisset L, Beller E, Jull G, Brooks P, Darnell R""}"
812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),,Annals of Internal Medicine,,,143,1,1/5/01,251-264,"{""L. Schlessinger"",""D. M. Eddy"",""R. Kahn""}"
380945,Soleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,eng,The Journals of Gerontology: Series A: Biological Sciences and Medical Sciences,,1079-5006,55,12,12/1/00,B570-9,"{""G R Chalmers"",""K M Knutzen""}"
513829,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,eng,Skeletal Radiology,Skeletal Radiol,1432-2161,43,11,1/14/11,1605-11,"{""Dominic S Carreira"",""Ross M Borzykowski"",""John Kozy"",""Steven D Needell""}"
862798,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),,Pharmacoeconomics,,,23,3,1/5/01,275-287,"{""P. Tarraga-Lopez"",""J. M. Ocana-Lopez"",""J. Miguel-Clave"",""J. Solera-Albero"",""M. Cerdan-Oliver"",""M. A. Lopez-Cara"",""A. Celada-Rodriguez""}"
316632,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,,,,,35,2,1/14/01,327-32,"{""M. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}"
38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,eng,,,,17,0,1/14/01,384-6 ST  - Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare-,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}"
595469,Carriage of methicillin-resistant Staphylococcus aureus by veterinarians in Australia,eng,,,,89,5,1/11/01,152-9,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}"
49698,"Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders",eng,,,,137,0,1/9/01,"1261-9 ST  - Multicenter, randomized, placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders-","{""C. C2  - Pmc2827243 C6  - Nihms132141 DA  - Oct DO  - 10.1053/j.gastro.2009.06.060 DP  - NLM ET  - 2009/07/15 Di Lorenzo"",""M. Saps"",""S. Nurko"",""P. Hyman"",""N. Youssef"",""A. Miranda"",""J. Cocjin""}"
900624,Terbutaline pump for the prevention of preterm birth (Structured abstract),,Health Technology Assessment Database,,,0,4,1/11/01,,"{""R. Daniel"",""M. T. Ansari"",""L. Weeks"",""S. Doucette"",""A. Tsertsvadze"",""B. Skidmore"",""K. Singh"",""L. Gaudet"",""M. Walker"",""S. Tsouros""}"
246528,Complex regional pain syndrome type 1 after fractures of the distal radius: a prospective study of the role of psychological factors,eng,J Hand Surg Br,"Journal of hand surgery (Edinburgh, Scotland)",0266-7681 (Print) 0266-7681,30,6,1/5/01,574-80,"{""A. Zyluk"",""P. Puchalski""}"
347144,Interatrial conduction measured during biventricular pacemaker implantation accurately predicts optimal paced atrioventricular intervals.,eng,Journal of cardiovascular electrophysiology,J. Cardiovasc. Electrophysiol.,1540-8167,18,3,1/7/03,290-5,"{""Abdi Rasekh"",""Jie Cheng"",""Ali Massumi"",""Michael R Ujhelyi"",""Vadim Levin"",""Mehdi Razavi"",""James A Coles"",""Margit Nemeth"",""Ilyas Colombowala""}"
957059,Clinical comparison of the effects of nimesulide and ibuprofen on fever in children. [Chinese],"Chinese     Chinese, English",Chinese Journal of New Drugs,,,21,4,1/12/01,451-457,"{""W. T. Yu"",""S. Yang"",""Y. Tang"",""B. Wu"",""J. X. Zhou""}"
269313,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,,,,,94,5,,930-936,"{""Yong-Kyun Kim"",""Tae Yoong Jeong"",""Won Hyuk Chang"",""Sang Chul Lee"",""Jeong-Gyu Yoon"",""Dong Suk Kim""}"
267879,The value of routine radiography in patients with knee osteoarthritis consulting primary health care: a study of agreement,eng,Eur J Gen Pract,The European journal of general practice,1381-4788,20,1,1/14/01,6-Oct,"{""O. H. Simonsen"",""S. T. Skou"",""H. Thomsen""}"
224232,Studies with the maximal histamine test.,eng,Gut,Gut,0017-5749,6,4,8/1/65,364-71,"{""A M Mulekar"",""B J Vakiland""}"
62306,Mandibular second molar with C-shaped canal morphology and five canals: report of a case.,eng,General dentistry,Gen Dent,0363-6771,52,3,1/4/05,253-4,"{""Fred W Benenati""}"
182986,Assessing food safety system in sub-Saharan countries: An overview of key issues,,Food Control,,0956-7135,18,2,1/7/01,131-134,"{""K. Nguz""}"
663994,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,eng,Neuropsychologia,Neuropsychologia,1873-3514,50,12,1/12/10,2752-63,"{""Vincent J P Van Heuven"",""Niels O Schiller"",""Jurriaan Witteman""}"
520771,[Skeletal maturation in assessing underage asylum seekers].,dut,"Euthanasie en andere medische beslissingen rond het levenseinde, 1990-1995",,0028-2162,149,22,5/28/05,1241; author reply 1241,"{""R R van Rijn"",""S G F Robben""}"
754594,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,eng,,,,27,6,1/1/99,1128-31,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}"
817046,Acupuncture anesthesia used in rabbit abdominal operations,English,American Journal of Acupuncture,AM. J. ACUPUNCT.,00913960 (ISSN),4,2,1/1/76,149-156,"{""M.M.P. Yang"",""S.H. Kok"",""G.T.C. Lee""}"
736183,Posterior positional plagiocephaly treated with cranial remodeling orthosis.,eng,Swiss Med. Wkly,,1424-7860,137,25,6/30/07,368-72,"{""D Kalina"",""S de Ribaupierre"",""O Vernet"",""P -F Leyvraz"",""B Rilliet"",""B Cavin""}"
963532,Cardiac MRI in ischemic heart disease,,Circulation Journal,,,73,9,1/9/01,1577-1588,"{""S. Kato"",""M. Ishida"",""H. Sakuma""}"
131820,"Twisting the night away: a review of the neurobiology, genetics, diagnosis, and treatment of shift work disorder.",eng,CNS spectrums,CNS Spectr,1092-8529,18,-1,1/13/12,45-53; quiz 54,"{""Debbi Ann Morrissette""}"
704093,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,cze,Paliativn_ Schanzova osteotomie p_i nereponibiln_ luxaci kyeln_ho kloubu u pacient s d_tskou mozkovou obrnou v adolescentn_m v_u,,15-Jan,80,4,1/13/01,256-62,"{""D Chochol"",""R Chaloupka"",""B Kala"",""J Gallo"",""M Netval""}"
912377,Assessing quality of life in patients after partial laryngectomy,English,Hippokratia,Hippokratia,1790-8019,18,2,1/14/01,156-61,"{""K. Mantsopoulos"",""C. Bohr"",""F. Hebel""}"
203935,Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,,Psycho-Oncology,,,19,11,,1171-1178,"{""Pakenham K.I."",""Fitzell A.""}"
68354,"Cyclin d1 gene expression in oral mucosa of tobacco chewers""-an immunohistochemical study.",eng,Journal of Clinical and Diagnostic Research,J.Clin.Diagn.Res.,2249-782X,8,5,1/14/05,ZC70-5,"{""Maharudrappa Basnaker"",""Satish Bnvs"",""Srikala Sp""}"
259916,Single bolus parecoxib attenuates sore throat after laryngeal microsurgery: A randomized double-blind control study,,,,,30,0,1/14/01,574-578,"{""K. Y. Tseng"",""H. F. Huang"",""K. I. Cheng"",""H. T. Hsu"",""P. Y. Chang"",""Y. C. Chen"",""I. C. Lu""}"
199407,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,,,,,24,0,1/11/01,551-561 ST  - Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management,"{""Alan David Widgerow"",""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}"
